Name,step-1,step-2,step-3,step-4,step-5,step-6,step-7,step-8,step-9,step-10,step-11,step-12,step-13,step-14,step-15,step-16,step-17,step-18,step-19,step-20,step-21,step-22,step-23,step-24,step-25,step-26,step-27,step-28,step-29,step-30,step-31,step-32,step-33,step-34,step-35,step-36,step-37,step-38,step-39,step-40,step-41,step-42,step-43,step-44,step-45
Light Cheesecake,Grease and sprinkle graham cracker crumbs on bottom and sides of pan,Cream egg yolks and sugar then add cream cheese 8 onces at a time blending well,mix completely,It's ready,(I use a large roasting pan with about an inch or two of water),"Combine ham, pork, bread, milk and eggs",Ladle soup into bowls,Prepare 10 inch springform pan,Combine sugar and oats to flour mixture,Bake at 350 for 50 Minutes,After 1 hour remove cake from oven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Coconut Dream Bars,Stir in remaining ingredients,"You can do this recipe ahead and reheat in a 350F oven, covered with foil until hot (apprx 30 minutes)",Spread over partially baked crust,Cover until ready to serve,"Spray two baggies and place on your hands, oiled side out",Cool completely and cut into squares,Bake for 15 minutes,"Using low speed on mixer, combine flour, 1/2 cup of the brown sugar and butter until particles are fine",Place on cookie sheet and bake for 45 minutes or until done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grammy Mae's Blueberry Muffins,Flour berries and set aside,Preheat oven to 375 degrees F,I have a sneaking suspicion she added vanilla to this as well!,Bake in 350 degree oven for 1 hour,Bake 12-15 minutes,"Let rise for 1 hour, or until dough has doubled",Bake at 350 degrees for 1 hour,"Cream sugar, eggs and margarine until light",Peel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassava Cake,Remove from plastic and spread the garlic over both sides of each steak and grind over the pepper,Pour equally into two large greased rectangular pans,Preheat oven to 325° f,In large mixing bowl combine cake ingredients,"In a resealable plastic bag, or flat container with lid, mix dressing and mustard",Mix well,Cool cakes completely,Make little aluminum foil trays sized to fit each fillet,do not boil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice  Krispies Treats Lollipops,Bake 30 minutes,"Add the celery, onion, capers and dill",Stir until smooth,) Bring to a boil,"Let the mixture cool for about 15 minutes or so, giving it a stir once in awhile",Melt the chocolate in the microwave or double boiler and stir until smooth,Cut in butter until mixture resembles coarse crumbs,Lay on a wax paper lined tray until chocolate is hardened,Top with remaining noodles and meat sauce,Remove from heat and stir in the cereal until it is evenly coated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peanut Butter Cookies,"Add eggs and water, beating well",Add the liquids and mix smooth,"Combine beef, potatoes, onions, bell pepper in a large bowl",Sprinkle pecans over top,"To serve, top the bruschetta with the bean and herb mixture while the bread is still hot, if possible",Heat oil to moderate (don`t let it smoke),"add to creamed mixture, beating well","Dip a fork in flour, and flatten cookies to 1/4-inch thickness in a crisscross pattern",Stir in peanut butter,"Remove to wire racks, and cool completely","gradually add sugar, beating until light and fluffy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheery Cherry Muffins,"Add remaining flour, then remaining milk","Mix flour, baking powder, and salt in a separate bowl","Bake in a preheated 375 F oven until golden brown, about 20-30 minutes","If desired, you may sprinkle the muffins with some extra sugar","Add half of the cream or milk, mixing just enough to combine","Return beef, onion and garlic to skillet and simmer for 30 minutes",Invert cake onto a serving plate and brush on the remaining syrup,",",Fill 12 paper-lined muffin tins with batter,add the mashed cherries to the batter,refrigerate for 1 hour,"While cherries are still frozen, cut them into halves, then set aside to thaw and drain in a mesh colander over a bowl","While warm, cut into squares","Meanwhile saute onions, mushrooms and garlic in olive oil",brush with remainder of the dressing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low-Fat (Or Fat-Free) Banana-Crunch Muffins,Peel and mash avocados until lumpy,stir in flour mixture just until moistened,"This recipe only yielded four heart-shaped cakes when I did that, and I baked them for about 45-50 minutes",Carefully spread over pecans,"Sift dry ingredients, mix two together well",Spoon batter into muffin-pan cups,Serve with lots of garlic bread and ice-cold beer or chilled white wine,Bake for 12 to 15 minutes until golden brown,"In medium bowl, mix first six ingredients",Bake muffins 20 minutes or until tops are golden and toothpick inserted in center of muffin comes out clean,Remove from muffin-pan cups to wire racks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon Bars Lite,",",",",Cream butter and slowly add sugar,",",Bake at 350°F in a preheated oven for 55 mins,"Place chops in the sauce, turn over to coat the chops",",",Sprinkle sugar on bottom of well-greased 9\,Spray a 9 x 13\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Cake Squares,Enjoy,Stir in the shredded apples and dates until they are completely distributed throughout,Spray the bottom and sides of a 9 inch square baking pan with nonstick cooking spray or grease it with butter and pour in the batter,"Add potatoes, celery,and onions, and stir to coat with the butter",Beat in the eggs and whisk until smooth,Slowly stir in the dry ingredients and mix thoroughly into the batter,Place 1/4 c of baby greens on 4 plates,"Cook, covered over moderate heat for about 30 minutes",Bake in the preheated oven for about 45 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bread Pudding in the Microwave,"In 13 X 9 inch baking pan, place chicken pieces",your preference,"Rapidly, stir in eggs with a fork or small whisk and combine well",Spread bread cubes evenly in an 8-inch round glass pan,"Sprinkle with the sugar, salt, and raisins",Pour over bread,"reduce heat and simmer 3 minutes, stirring often","Scrape seeds into a small bowl, discard bean (or place in a container of sugar for a very pleasant vanilla scented sugar) Add sugar, and stir well",Preheat oven to 450°F,"Add 1/2 cup broth and chopped rosemary, simmer until liquid is absorbed, stirring often, about 4 minutes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gingersnap Cookies,"Drop by teaspoonfuls onto greased baking sheets far apart, as cookies will spread",Add additional 1/4 cup chicken stock if necessary to thin sauce,Remove from sheets with spatula and cool on wire racks,"stir into flour mixture, mixing until batter forms",bake at 375 degrees F,Sauce: Heat oil in a small pan,make well in center,Preheat oven to 375 degrees F,"Add spinach, tossing until spinach is just wilted",Serve at once,"In another bowl, beat together oil, eggs, molasses, honey, and brown sugar until frothy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mom's Southern Pecan Pie,Add beaten eggs and pecans and mix well,"Grease a 12 cup muffin tin, or line with paper liners","Combine sugar, butter and syrup",Wash the cucumbers and remove any stems,Put all ingredients except cornstarch in a slow cooker on low heat for 6-8-10 hours,Cool and enjoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick and Easy Honey Cake,Add butter mixture to dry ingredients and stir until just combined,Season with salt and pepper,Butterscotch Fudge: Substitute 2 cups butterscotch chips for the semi-sweet chocolate chips,Preheat oven to 180C (375F),Spoon mix into ring tin and bake 30 minutes or until cooked when tested with a skewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pecan Coated Salmon Fillet,Place each filet coated side up on a baking dish sprayed with nonstick cooking spray,Brush the top of each filet with mustard mixture and lightly dip in the breadcrumb mixture,Add enough water to thin the honey mustard mixture,"Add butter, 2/3 of parmesan,cream cheese, chives, garlic, and salt and pepper mix well until smooth",Season each salmon filet with salt and pepper to taste,Blend reserved broth and the flour,Melt the butter and add the Italian seasoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia Cream Cheese Pound Cake,Stir in coffee,"In skillet, cook chicken tenders in small amount, of butter on medium heat until done",Dip both sides of each slice of bread in this mixture and place them side by side in a greased oven proof pyrex dish Pour any remaining mixture over the slices,All ingredients (including eggs and cream cheese) must be at room temperature,"Cream butter well, add cream cheese",Mix thoroughly,"Cook 10 minutes or until vegetables are tender, stirring occasionally",Place cake in tube pan in COLD oven,Cut chicken into bite size pieces,Note: 3 sticks of butter equal 3/4 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit Filled Chocolate Tacos,Heat oil in a wok and brown beef,Cool 15 minutes,Cook about 2 minutes,"Add barley, carrots, zucchini, cabbage, water,parsley and bay leaf bring to boil",Let cool completely before slicing,Spread over the baked crust and sprinkle with remaining brown sugar mixture,"Combine flour, sugar, cocoa and next 5 ingredients in a medium mixing bowl, beat at medium speed of an electric mixer until smooth",Bake for 15 minutes more,Repeat procedure with remaining batter,"Remove tortilla from pan, and drape over tine of a wire rack suspended over a large bowl",Arrange fruit in chocolate taco shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Apple Cobbler,Toss to coat,"Add the beans, parsley, and dill",Let sit 5 minutes,Stir in milk until moistened,Tranfer to a 11x7x2 pan coated with non cook spray,Sprinkle remaining Splenda on top,"Oh my, then enjoy",Cake can be sliced and filled with chocolate ganache and/or frosted with any butter cream,Remove cover,Add apples and orange juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peanut Butter Oat Bran Cookies,Add egg (or whites),Bake 10-12 minutes or until golden brown,Reduce heat to low,beat until smooth,Stir in peanut butter and vanilla,Cook and drain broccoli according to package directions,"Mix the butter, brown sugar, pecans, sage, salt and pepper",Add remaining dry ingredients,Add olives and cook for 1/2 minute,",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheerios Treats,sauté tomato for a couple of minutes in olive oil and fresh basil (or pesto) add salt and pepper,Press mixture into a buttered 8 inch square pan,"Sprinkle steaks with 1 tsp salt, 1/2 tsp pepper and garlic salt",Add Cheerios and stir until well coated,Stir in vanilla and chocolate chips until melted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual Chocolate Indulgence Cake,Peel and mash avocados until lumpy,Do not overmix or the cake will be rubbery,"Add the rice and cook, stirring until the rice is coated in the oil mix",Combine all ingredients in a saucepan,"When it reaches a boil, remove it from the heat, and pour it into a clean, dry bowl",Bake at 400 degrees for 20 minutes,do NOT let it return to a boil,Peel and seed cukes and finely chop,"Repeat the layers 2 more times, topping the last cheese/vegetable layer with noodles (there may be a few noodles left over) and the remaining sauce","Place the sauce over medium-high heat and bring to a boil, stirring constantly with a whisk","Whisk well, stirring into the edge of the saucepan to combine","Lightly grease four 4-ounce disposable aluminum cups, muffin molds, or ramekins with vegetable baking spray","In a separate bowl, mix together eggs, pumpkin and oil","In the top of a double boiler, melt the chocolate, then add the butter and sugar until just melted",The butter should be completely melted and the sugar completely dissolved,"Place the saucepan over medium-high heat and bring to a boil, stirring occasionally",Bake for 1 1/4 hours or just until cooked through,"Stir together cumin, salt, black pepper, white pepper, cayenne, coriander, garlic, and olive oil in small bowl until well mixed",Add eggs and whisk until well combined,The ganache should be homogenous and smooth,Set the ganache aside,,,,,,,,,,,,,,,,,,,,,,,,
Pudding Cake,Heat oven to 350.,Preheat oven to 350 degrees,Peel peppers over a bowl to catch any juice,"Place the lid on the pot, reduce heat and simmer for 45-50 minutes",",",",",",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Grief Paper Bag Apple Pie,bake in the oven at 425F degrees until the cheese in melted,"To serve, sift brown sugar on top of creme",Place on a cookie sheet,Bring to boil,Carefully slide the pie into the brown bag and fold the end under the pie plate,Sprinkle topping evenly over the apples and pat down around the edges,Make this in a 9x13 pan,Filling: Mix all ingredients in a large bowl and turn them into the unbaked pie shell,Bake for 50 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buttermilk Pound Cake,"Combine flour, soda, and salt",Another alternative is to use an equivalent amount of tomato juice instead of the sauce and water,Cover and cook on low heat for 45 minutes or until barley is tender and liquid is absorbed,Bake at 400°F for 20 to 30 minutes,Stir in flavorings,Bake at 325 degrees F (163 degrees C) for 1 hour,"add to creamed mixture alternately with buttermilk, beginning and ending with flour mixture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low Fat Lemon Poppy Seed Cake,Stir in poppy seeds by hand,"As the butter begins to smoke, lower heat and pour the beaten egg mixture",Combine cake mix and sugar,Cover and refrigerate 4 to 24 hours,Stir glaze ingredients together and drizzle over warm cake,Cool in pan for 10 minutes,(Sauce should have reduced more and thickened some) Serve over angel hair pasta,"Cool, strain, add green onions and serve with toothpicks",Preheat oven to 350 degrees F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
