Name,step-1,step-2,step-3,step-4,step-5,step-6,step-7,step-8,step-9,step-10,step-11,step-12,step-13,step-14,step-15,step-16,step-17,step-18,step-19,step-20,step-21,step-22,step-23,step-24,step-25,step-26,step-27,step-28,step-29,step-30,step-31,step-32,step-33,step-34,step-35,step-36,step-37,step-38,step-39,step-40,step-41,step-42,step-43,step-44,step-45
Peanut Butter Chocolate Chip Brownies,",",",",",",Coat bottom ONLY of 8\,",",",",Preheat oven to 350 degrees,",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeycomb Candy - Aka Hokey-Pokey or Sponge Candy,"Put candy thermometer into the mixture to monitor temperature, increase the heat and boil mixture to exactly 270 degrees F (132C)","After the temperature has been maintained for 15 minutes, remove the pan from heat, take out the thermometer, and allow the bubbles to subside",if you're not strong and agile enough you might want to leave that step to a strong and able assistant,"if the temperature begins to rise, remove the pan from heat occasionally to reduce the heat",Immediately and quickly pour the mixture into a large oiled baking dish,"In a saucepan, combine the sugar, corn syrup, honey, and water, and using a wooden spoon, stir constantly over low heat until the sugar is fully dissolved",Reduce heat to as low as possible and maintain the temperature 270F for exactly 15 minutes,") When candy has completely cooled, remove from pan and break into pieces",It is very important that the temperature of the mixture does not fluctuate,"Using a wooden spoon, quickly stir in finely sifted baking soda","(Please note, important: the pouring step requires strength and you'll be handling extremely hot liquids",Many lovers of honeycomb candy like to coat the pieces in chocolate- you can dunk the pieces into melted chocolate if you like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanilla Poached Plums,"Place plums in a 1 quart baking dish, add sugar mixture and lemon juice, tossing gently to coat","Dot with margarine, cover and bake at 400f degrees for 20 minutes or until plums are tender, stirring once",cut vanilla bean in half lengthwise,"Scrape seeds into a small bowl, discard bean (or place in a container of sugar for a very pleasant vanilla scented sugar) Add sugar, and stir well",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOULD BE SINFUL Triple Chocolate Fudge Cake,The mixture will be very thick and spongy,Preheat oven to 350 degrees,Sprinkle with chocolate chips and nuts,Pour into greased and floured 9 x 13 inch pan,Remove from heat and blend dry cake mix into hot pudding,Bake for 30 to 35 minutes,Prepare pudding with milk as directed on package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grilled Peaches with Raspberries,"Add peaches, turning to coat","Turn peaches over, cook 15 minutes or until tender, basting once with half of reserved marinade",Stir remaining 1/2 cup raspberries into remaining marinade and spoon over peach halves,"Marinate at room temperature, cut sides down, 30 minutes to 1 hour","Place peaches, cut sides down in rack and cook 2 minutes","Coat grill rack with cooking spray, and place on grill over medium low coals",Add 1/2 cup raspberries and mash,"Remove peaches, reserving marinade",Remove from grill,"Combine sugar and lime juice in a shallow dish, stir well",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dump Cake (Only 3 Ingredients!),Spread out evenly in pan,Preheat oven to 350 degrees,Bake for 1 hour,Drizzle butter over top,Sprinkle cake mix evenly over filling,Dump cherry pie filling into 13 x 9 inch cake pan,Serve in pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CopyCat Junior's ""Berries on Top"" Jumbo Blueberry Muffins","Lower speed of mixer to medium, beat in some of the flour mixture, then some of the milk, and then more flour etc- in three portions each","With the mixer still running, gradually add the sugar and mix well",Fill muffing tins almost all the way full,Serve hot,"Combine flour, baking powder, salt, and cinnamon",Grease 6 jumbo muffins tins or 12 regular size muffin tins well,Gently fold in one of the portions of whole berries,Mix in vanilla and mashed berries until well combined,"First of all, divide up your berries into three different batches- set aside a 2/3 cup portion for mashing, then divide the remaining berries into two equal portions- one portion for folding into the batter, and the remainder for dropping on top","Add the eggs, one at a time, mixing well","Beat batter until airy and well combined, about 1 more minute",Continue to beat until creamy and batter looks light yellow,Preheat oven to 400 degrees F,"In another bowl, on high speed with an electric mixer, cream the butter about 2 minutes- until light and fluffy","Bake about 1o minutes, then REDUCE oven temp to 375 F and continue baking until golden brown and set in the center, about 15 minutes",Drop the remaining portion of whole berries individually atop the muffin batter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropical Coconut Bread,"In medium mixing bowl, combine flour, baking powder, baking soda, and salt",Grease and flour two 9 1/2\,Alternately add flour mixture and buttermilk to sugar mixture and stir only until moist,mix well,loaf pans,Preheat oven to 325 degrees F,"In large mixing bowl, combine sugar, oil, beaten eggs, and coconut extract",Use a spoon or spatula and stir by hand,mix well,Do not use a mixer with this recipe,Stir in shredded coconut,"Pour batter into the two prepared loaf pans, place on middle rack and bake for 1 hour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beanie Brownies,Bake at 350°F for 30 minutes,Pour into a 9 x 13 greased (or sprayed if watching fat content) pan,Put entire can of beans in a blender and liquefy,Add liquefied beans to dry brownie mix and blend well,Sprinkle lightly with powdered sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocado and Bacon Muffins,"Halve the avocado, scoop out the flesh and cut into small cubes",Then add them to the liquid mixture,Chop the bacon finely and cook in a pan or under the grill until crisp,"Sieve the first four dry ingredients into a large bowl and add the pepper, cheese and spring onions",Add the bacon then mix into dry ingredients,Sprinkle with lemon juice to prevent browning,Keep the bacon drippings,Bake at 200 deg C (400F) for approx 10 mins or until the muffins spring back when pressed lightly in centre,Stir only to just combine,"Melt the butter and add the egg, milk& bacon dripping and beat to combine",I make either 24 mini or 12 medium muffins and serve them warm,Put about 1/4 cup of mixture into each sprayed or greased muffin cup,Stir to combine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapioca Custard Pudding,Note at end of recipe: 3 tbsp of minute tapioca may be substituted,Add milk and cook in a double boiler until tapioca is transparent,"To the beaten yolks, sugar, and salt, add a little of the hot mixture",Flavour and serve,fold in the well-beaten egg whites,Soak tapioca in enough cold water to cover until water is absorbed,soaking may then be omitted,Cool slightly,Return all to the double boiler and cook 3 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Velvet Cake,"Add eggs, 1 at a time, beating until blended after each addition","add to butter mixture alternately with buttermilk, beginning and ending with flour mixture",Pour into 2 greased and floured 9-inch cakepans,Cream Cheese Frosting: beat cream cheese and butter until creamy,"Add food coloring, beating until combined",Spread Cream Cheese Frosting between layers and on top and sides of cake,remove from pans and cool on wire racks,Beat butter at medium speed with an electric mixer until creamy,Cool in pans on wire racks for 5 minutes,Beat at low speed until blended after each addition,"Combine flour, and next 3 ingredients",Bake at 350 degrees for 20-22 minutes or until a wooden pick inserted in center comes out clean,"gradually add sugar and vanilla, beating well",Stir in pecans if desired,"gradually add sugar, vinegar, and vanilla, beating well",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sauerkraut and Apples,season to taste with salt and pepper,"Add kraut, cider, stock, apples, and juniper",Preheat oven to 350 degrees F,bring to a boil,for 35-40 minutes,Transfer to casserole dish,saute onion and garlic until onion is tender,cover with lid or foil and bake at 350 degrees F,Heat margarine in a large skillet,Rinse sauerkraut and wring dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sour Cream Rhubarb Crumb Pie,"Bake at 450 degrees for 15 minutes, then reduce temperature to 350F degrees and bake an additional 30 minutes or until fruit is tender, filling is set and crumbs are golden brown",Stir in sour cream and pour evenly over rhubarb,Arrange rhubarb in unbaked pie shell,Preheat oven to 450F degrees,Mix together granulated sugar and 1/3 cup flour,Combine crumb ingredients and sprinkle over filling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick Blueberry Buttermilk Muffins,"Combine egg, buttermilk, and butter",mix well,Stir just until moistened,set aside,Fill greased muffin pans 2/3 full,Fold in blueberries,Make a well in center of dry ingredients,pour in liquid ingredients,Remove from pan immediately,Combine dry ingredients in a mixing bowl,Bake at 425 degrees for 20-25 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Pretzel Salad,Dissolve gelatin in boiling water,set aside to cool,In a large mixing bowl cream together cream cheese and white sugar,Fold in whipped topping,"Bake 8-10 minutes, until set",Refrigerate until set,"Stir together crushed pretzels, melted butter and 3 tablespoons white sugar","When mixture is about the consistency of egg whites, pour and spread over cream cheese layer",mix well and press mixture into bottom of 9x13-inch baking dish,Preheat oven to 400°F,Stir in frozen strawberries and allow to set briefly,Spread mixture onto cooled crust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate-Covered Strawberries,"Melt chocolate chips, corn syrup and butter in a double boiler, stirring occasionally",Allow excess chocolate to drip off into pan,Place on paper towels until they reach room temperature,"Refrigerate until set, about 15-20 minutes","Remove from heat and dip each strawberry into chocolate, coating 2/3 of strawberry",Wash strawberries and pat dry,Place stem side down on waxed paper covered baking pan or cookie sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baba au Rhum,Heat the oven to 350 degrees,"While the baba is baking, combine the remaining sugar with the water in a saucepan and boil until syrupy and reduced to 3 cups","Grease an 8-inch Bundt pan with the remaining tablespoon of butter, taking care to leave no part of the pan ungreased, and spoon the batter into the mold",Decorate with candied fruits and whipped cream,Remove from heat and stir in rum,It should fill it halfway,Stir in 1/2 cup flour,"Remove baked baba from oven and spoon rum syrup over it, saturating completely",Dissolve yeast in the milk in a large bowl,until nicely browned on top,Bake the baba for about 40 min,Cool 45 minutes,"Meanwhile, beat 7 Tablespoons of the butter in an electric mixer or in a food processor","Beat in the eggs, one at a time",Beat in 2 Tablespoons sugar and 2 Tablespoons flour,"Beat the remaining flour into the risen yeast mixture, then beat in the butter-egg mixture to make a thick, cake-like batter",Cover with a cloth and set aside to rise until the dough reaches the top of the mold,Unmold,Cover and set aside in a warm place to rise for 30 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,
Very Berry Pie,stir in gelatin until dissolved,Chill for 20 minutes,"Mix sugar, cornstarch, and water in saucepan until smooth",Remove from heat,Stir in berries,Bring to a boil,Chill until set,Pour into the crusts,Serve with whipped cream,cook and stir for 2 minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upside Down Lemon Custard Cups,Beat egg whites til stiff but not dry,add milk and stir to blend,"Chill, Turn out onto dessert dish upside down",turn into 6 buttered custard cups set in pan of hot water bake 30-35 minutes at 375 degrees F,"In bowl blend butter, egg yolks and lemon juice, stir in zest, salt, sugar and flour beat til smooth",fold whites into yolk mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter Rum Walnut Apple Pie,cool slightly then pour into unbaked pie shell,"Cut in 1/4 cup butter until crumbly, add walnuts and sprinkle over apples","simmer, covered, for 10 minutes, til apples are tender",Stir rum and nutmeg into brown sugar mixture,toss with 2 tbl flour,Bake at 375 degrees for 35 minutes,In a large (large enough to hold apples) heavy sauce pan melt 1/4 cup butter and brown sugar,In a medium bowl mix together flour and sugar,Add sliced apples toss to coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhubarb Dumplings,(do not lift cover) Rotate dish a quarter,"cover and microwave on high 5 minutes, stir, microwave 3 minutes til rhubarb is tender and sauce is thickened",cover microwave on high 2 minutes,"Meanwhile combine flour, sugar, baking powder, milk and butter","microwave 3 more minutes, or til toothpick inserted in dumpling comes out clean","In 2 quart micro-safe dish with cover combine sugar and cornstarch, stir in water til smooth",Drop batter in eight mounds onto rhubarb around edges of dish,"Combine sugar and cinnamon sprinkle over dumplings, serve warm with cream, whipped cream or icecream",Add rhubarb and butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackberry Cobbler for 2,add milk,Bake at 350° for 45 minutes,Pour over melted oleo in loaf pan,"Mix flour, cinnamon and sugar",Stir sugar into berries and pour over mixture in loaf pan,Melt oleo in a loaf pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raisin Caramel Bars,Heat oven to 350*,"Remove pan from oven, drizzle on top",", mix well","Sprinkle raisins, and walnuts on top",Bake 12 minutes,Stir in butter,Stir in chocolate chips,Mix caramel topping and remaining flour,Bake for 16 minutes,Press into bottom of lightly greased 13x9 pan,"Mix 1 cup flour, oats, sugar, baking soda, and salt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coconut Cream Pie,"Make the whipped cream: Put cream, sugar and vanilla in a bowl and beat until thickened using an electric mixer on high",Chill for 1 hour,Do not let boil,"Lower heat to maintain simmer and cook, stirring constantly 2 to 3 minutes",Chill for 2 hours before serving,Cover with plastic wrap directly on the surface and cool on a wire rack,Mound the whipped cream over the filling and sprinkle with the coconut and nuts,"Bring to a boil over medium-high heat, stirring constantly",Strain through a fine-mesh sieve into a bowl,Slowly stir in the half-and-half until smooth,Assemble pie: Pour the cooled custard into the prebaked crust,"To make Custard: In heavy saucepan, whisk together sugar, cornstarch, an salt","Pour mixture back into the saucepan and cook over low heat, stirring constantly until the mixture thickens and just begins to\",Place egg yolks in a bowl and slowly whisk 1 cup of hot cream into them,", 4 to 5 minutes",Remove pan from heat and stir in butter and vanilla until smooth,"When cool, gently fold in the coconut",,,,,,,,,,,,,,,,,,,,,,,,,,,,
